class,class_id,friction,entropy,alpha_angle,temperature,color_0,color_1,color_2,color_3,color_4,color_5,color_6,color_7,color_8,color_9,color_10,color_11,color_12,color_13,color_14,color_15,color_16,color_17,texture_0,texture_1,texture_2,texture_3,texture_4,texture_5,texture_6,texture_7,texture_8,texture_9,texture_10,texture_11,texture_12,texture_13,texture_14,meteo_0,meteo_1,meteo_2,meteo_3,meteo_4,meteo_5
Dry,0,0.8911272456051594,0.691166254001159,38.66836350401522,1.826867213132299,0.42483570765056167,0.3930867849414408,0.43238442690503465,0.4761514928204013,0.3882923312638332,0.388293152152541,0.4789606407753696,0.4383717364576455,0.3765262807032524,0.42712800217929825,0.3768291153593769,0.3767135123214872,0.41209811357830173,0.3043359877671101,0.31375410837434836,0.3718856235379514,0.3493584439832788,0.41571236662976374,0.5636790369791516,0.5435078519465883,0.6586259507568621,0.5909689479805386,0.602701128187517,0.5430100725514617,0.5782246910189927,0.6044369035883946,0.5539602569031079,0.6150279207338268,0.5759744524032477,0.5883322500082689,0.5759317355108241,0.6740911273803575,0.5994601110104826,0.10403298761202243,234.3627902203139,3.2952918538036853,86.07699869993115,1.9982354943222695,-0.2887810692559416
Dry,0,0.8350496324767066,0.7436704310614201,31.639779473277144,5.261141204714514,0.3849448152205356,0.32607390048162865,0.3640077895802646,0.37696806145201067,0.45285611131094583,0.4171809144784231,0.3118479922318633,0.4162041984697398,0.3807458859791842,0.3661538999847021,0.4305838144420434,0.4515499761247976,0.44656400595581,0.3580391238388681,0.3845393812074393,0.4165631715701782,0.448777256356118,0.3760412881077355,0.5925736409334473,0.5557466010397588,0.5521517350367732,0.6325010328957679,0.6542496011428329,0.5971195951367866,0.6401413159156809,0.6144654410019054,0.574195209815795,0.6144558242203365,0.6615214626586388,0.5985669584356019,0.6625857462325602,0.4952101958364102,0.632876100175009,0.2780328112162488,571.4225143023493,5.216841067112274,67.22594672589528,4.452647601821327,2.7593841611299776
Dry,0,0.8895515973521523,0.7036245018082105,42.48894179499552,7.255799098060322,0.44577010588510374,0.4164375554829842,0.37351198981164807,0.4256633716556678,0.40485387746740203,0.4484322495266445,0.3648973453061324,0.3836168926701116,0.3803945923433921,0.3268242525933941,0.41480601385322885,0.4130527636089945,0.40025567283212304,0.38827064333124267,0.3292314628974793,0.37896773386173205,0.38286427417366153,0.3598861365389191,0.5935485715333596,0.6161620342725815,0.6754474360484212,0.6069831125132735,0.6103020156289105,0.5970221633693533,0.5232491513880383,0.5989394449820313,0.602409208397641,0.6985296844994114,0.5923055614087551,0.6120618936933445,0.5986115292117903,0.5532528784952186,0.6457129125806008,0.1598148937207719,617.3714187600541,6.285683438714968,60.14195512303968,6.689501368457551,5.355450463147964
Dry,0,0.8089658840824144,0.7785350451697729,39.32089896619679,8.475786737022212,0.3748262172941901,0.3224668284466934,0.40342814874030136,0.3468848143136948,0.4236796215317591,0.35402878828830986,0.47749672025087697,0.3608373353831882,0.3838969241897162,0.44067586086848354,0.3384567841783023,0.4113729967302065,0.46535713771412146,0.31962583827193863,0.4092316929266152,0.4129941397124212,0.43909114358886553,0.3381524644560959,0.547181735476629,0.6208776626246759,0.6118793869293274,0.610019714013835,0.613857928379879,0.5727990111368604,0.6092901478864401,0.6117228989319472,0.5714259432789452,0.6746309804457903,0.6189533168364715,0.5523478601118941,0.6262621443453532,0.5610127331909072,0.6314833841496981,0.382206015999449,879.3585965307896,2.631917825995694,63.693957534637654,7.586272307396689,5.659976452056773
Dry,0,0.8757517633604329,0.7605514380364884,39.64815259617935,2.1865248802546318,0.3961449145292948,0.4170575987408322,0.413834539966501,0.44135916245180123,0.4006500945938954,0.47267670385786587,0.3867671583381022,0.536008458329481,0.43128336738825035,0.3571421221791859,0.3464553750969444,0.42412362076215926,0.3888268607337075,0.4357000247046046,0.42366188122867726,0.3963585543671564,0.3576603140965798,0.3242576387657068,0.5821394019173192,0.6342559517729389,0.6085637497652081,0.5501704488515204,0.6069272370340473,0.6154126951891534,0.5646457025519547,0.6061490042378211,0.60232834873784,0.5542811880867751,0.6143114944139313,0.6224313810547294,0.643322049727011,0.6421520820813961,0.5448932252817164,0.6852731490654722,614.1781021386334,4.703348460270899,89.31002645239803,2.83791613156043,-0.1287443643857138
Dry,0,0.8702490855480478,0.6895646418265982,40.937158230575285,10.296362720843291,0.4379484610246634,0.36135873927312145,0.38815906966299957,0.3757318226085449,0.4040937069693161,0.5157329283336755,0.3066367403704126,0.4343130095187257,0.31936420644051744,0.37640340671052835,0.45444752984836834,0.40321400095477317,0.3461127611035347,0.3642348145370016,0.4339798874467338,0.3634816684141432,0.41082292947909876,0.4022785919951907,0.5739359860957673,0.685757763573013,0.6253567608927204,0.5189942965336957,0.6074581725907771,0.5735285414092645,0.6340973333918489,0.568299170462692,0.5954105423413241,0.6201994911592182,0.6346302077668048,0.5519881437177689,0.5866199505663621,0.5810021875535617,0.5738668306970515,0.5122156197012633,706.4930521102294,0.7209450510689797,67.73648890700623,11.563273870029914,7.58869325522451
Dry,0,0.8205317621527894,0.773984083880841,39.14244955508815,3.520997196023502,0.42219097140731143,0.4387317026714669,0.3536534764210959,0.39702373219691,0.23793663299654638,0.3487806179332855,0.387371592430342,0.3376108409017575,0.4816205651965818,0.32849293110196837,0.3779977756651508,0.4065370288643046,0.47206366445330583,0.3282068924410281,0.458158187607748,0.40051165305097935,0.3509245674476025,0.4231051737131636,0.6079623878229388,0.5759913249136482,0.6027920833996008,0.5845874561255295,0.6045406938100499,0.6264852269808419,0.6634406726458141,0.550487380046926,0.6853213349862506,0.5219164880190998,0.5939285961985766,0.623532688259383,0.6112396747094013,0.5750920192071762,0.5916751099857089,0.23070904047393456,679.9199750866501,3.460949281314914,87.1929317825844,4.150626037947114,0.6920021851014297
Dry,0,0.8426471309248931,0.7069801121282995,36.971565306710424,7.925359200253253,0.37199094799015153,0.4373646802561631,0.4305185132716733,0.39895492030179264,0.4058663691654391,0.4638832447894213,0.37042143055820853,0.4273548690585019,0.3898903673783053,0.389115939838639,0.4549388425993595,0.4412708174494015,0.44067548180003197,0.46527394035771646,0.401050192081638,0.4340976485647482,0.38448666217032723,0.4162083176244221,0.5947942778252926,0.6038798385997087,0.6238062810174765,0.5672711726706611,0.6836954910274184,0.5597593047400119,0.5514324554884907,0.6463244349400027,0.6316665077585174,0.6249647926820862,0.6251338203705712,0.5995101290861234,0.5641098251405667,0.603032182327749,0.5729135315395155,0.3412931454275624,387.25508943920505,1.7666694066503528,78.65530817237868,8.170325771361977,5.418416024882124
Dry,0,0.9594901466608836,0.7076680685857939,35.312890105021516,5.550026017215055,0.37644808471908386,0.41160249686788186,0.3275957829251338,0.32962681128117227,0.36407778893737824,0.38932764241440765,0.41554537827990023,0.47376781084747766,0.442882981160101,0.39200307350182867,0.3990491896048656,0.3498735317681096,0.39907434320038054,0.3855670680539931,0.4161359280169045,0.3586384528223839,0.42596732571205864,0.47663694565012893,0.5956495940617257,0.6160684688839576,0.6276057596684445,0.5839511811245666,0.6089636992724167,0.6005036960312717,0.6039070439419533,0.5690796086457813,0.6009804069703577,0.619919931649818,0.6580457443118016,0.6383708330434082,0.6861272983004623,0.569306097484478,0.6348928254688271,0.24006073545559778,75.22085513803864,2.2113674674788584,63.61301007669453,5.700419803691263,3.8917819929922146
Dry,0,0.9377670421221602,0.7300414340608371,41.109027043053935,11.182243774645961,0.4938085419607943,0.4475211919093025,0.3711548172168799,0.35507926643258214,0.4245959585753253,0.3339883396489679,0.4915729382927177,0.45897200603606436,0.37654121739476476,0.31434327354545616,0.46769361870827064,0.3942730077373691,0.4618908155986731,0.32027861706028166,0.37003124885231137,0.40026218498590915,0.4023490296882371,0.3774967264260378,0.6249139972939,0.5572951828246961,0.5943048205991482,0.6048118252684759,0.62057755336235,0.6284645951235556,0.5550143163264852,0.538635433170575,0.6511070728759404,0.6132925604791837,0.5700605385377379,0.6620460790209008,0.6046269853717143,0.647171887362553,0.6027007392564043,0.36453759495851473,773.7263115064698,1.5526148091298433,85.29077189997659,12.24066826149555,7.423504288222847
Dry,0,0.8443835975154584,0.7311612160186711,39.96533344013896,5.641939732202666,0.3408370743667113,0.298038391111995,0.38652965827777214,0.4358771127897981,0.47511785260480144,0.4037047390209888,0.48143077727856465,0.33099492708925543,0.3148308780322423,0.3972226150551691,0.41920327244696537,0.39836526259529537,0.2966278949980062,0.3955439980243606,0.33477652497475735,0.43348362744150193,0.41832991230484246,0.35300601068363224,0.5794453233065322,0.5576314591244419,0.5974928361090731,0.6382056928200495,0.5605709581465782,0.6201618606207138,0.5787896952651024,0.5682850867095062,0.5957187856018177,0.558590307103225,0.5778540277861127,0.5520848842964461,0.6785890053166556,0.6014105420788691,0.5720109796802966,0.37575077100473053,393.8997704778945,2.1362726390329803,70.87422454272534,3.3400185674670815,2.126748670004114
